Table of Peaks
No.	(ppm)	Height
151	4.81	0.0136
152	4.82	0.0143
153	5.04	0.0129
154	5.04	0.0125
155	5.04	0.0129
156	5.15	0.0048
157	5.16	0.0027
158	5.18	0.0165
159	5.19	0.0189
160	5.19	0.0164
161	5.20	0.0191
162	5.22	0.0025
163	5.23	0.0055
164	6.02	0.0071
165	6.04	0.0086
166	6.22	0.0100
167	6.24	0.0083

Table of Multiplets
No.	Shift1 (ppm)	Hs	Type	J (Hz)		Atom1		Multiplet1	 (ppm)
1	0.55		3	s	-		10		M21		0.54 .. 0.57
2	0.83		6	dd	9.38 6.79	27 16		M20		0.80 .. 0.85
3	0.91		3	d	6.88		26		M19		0.89 .. 0.93
4	1.02		3	d	6.60		25		M18		0.99 .. 1.04
5	1.23		3	m	-		3 9 5a		M17		1.22 .. 1.36
6	1.41		4	m	-		4 15 8		M16		1.40 .. 1.59
7	1.65		4	m	-		8 22 7 3	M15		1.62 .. 1.76
8	1.82		1	m	-		14		M14		1.81 .. 1.88
9	1.90		1	m	-		22		M13		1.89 .. 1.95
10	1.96		3	m	-		2 9 11		M12		1.95 .. 2.06
11	2.16		1	m	-		21		M11		2.14 .. 2.22
12	2.27		1	dd	-		24		M10		2.25 .. 2.32
13	2.38		1	m	-		21		M09		2.36 .. 2.44
14	2.56		1	dd	-		24		M08		2.54 .. 2.61
15	2.81		1	m	-		7		M07		2.79 .. 2.86
16	3.93		1	m	-		23		M06		3.91 .. 3.99
17	4.81		1	d	-		28		M05		4.80 .. 4.83
18	5.04		1	m	-		28		M04		5.02 .. 5.07
19	5.15		2	m	-		13 12		M03		5.14 .. 5.25
20	6.02		1	s	-		17		M02		6.00 .. 6.06
21	6.22		1	d	-		18		M01		6.21 .. 6.26

Table of Assignments
No.	Atom	Exp. Shift (ppm)	Multiplet
1	10	0.55		M21
2	27	0.83		M20
3	16	0.83		M20
4	26	0.91		M19
5	25	1.02		M18
6	3	1.23		M17
7	9	1.23		M17
8	5a	1.23		M17
9	4	1.41		M16
10	15	1.41		M16
11	8	1.41		M16
12	8	1.65		M15
13	22	1.65		M15
14	7	1.65		M15
15	3	1.65		M15
16	14	1.82		M14
17	22	1.90		M13
18	2	1.96		M12
19	9	1.96		M12
20	11	1.96		M12
21	21	2.16		M11
22	24	2.27		M10
23	21	2.38		M09
24	24	2.56		M08
25	7	2.81		M07
26	23	3.93		M06
27	28	4.81		M05
28	28	5.04		M04
29	13	5.15		M03
30	12	5.15		M03
31	17	6.02		M02
32	18	6.22		M01

