Table of Peaks
No.	(ppm)	Height
11	5.35		1	m	11				M01		5.34 .. 5.37

Table of Assignments
No.	Atom	Exp. Shift (ppm)	Multiplet
1	18	0.68			M11
2	28	0.79			M10
3	24	0.79			M10
4	29	0.85			M09
5	27	0.96			M08
6	7a	0.96			M08
7	5a	0.96			M08
8	25	0.96			M08
9	4	1.03			M07
10	14	1.03			M07
11	2a	1.03			M07
12	9	1.03			M07
13	22	1.03			M07
14	21	1.03			M07
15	3	1.03			M07
16	20	1.03			M07
17	19	1.03			M07
18	6a	1.55			M06
19	23	1.55			M06
20	8	1.55			M06
21	15	1.55			M06
22	4	1.55			M06
23	3	1.80			M05
24	14	1.80			M05
25	15	1.80			M05
26	9	1.95			M04
27	10	1.95			M04
28	17	2.21			M03
29	16	3.50			M02
30	11	5.35			M01

