Table of Peaks
No.	(ppm)	Height
No.	Atom	Exp. Shift (ppm)	Multiplet
1	18	0.68		M13
2	30	0.77		M12
3	29	0.77		M12
4	24	0.77		M12
5	27	0.91		M11
6	22	0.91		M11
7	4	0.91		M11
8	2	0.91		M11
9	25	1.01		M10
10	14	1.03		M09
11	7	1.03		M09
12	6	1.03		M09
13	21	1.03		M09
14	23	1.03		M09
15	8	1.03		M09
16	20	1.03		M09
17	19	1.03		M09
18	5	1.42		M08
19	3	1.42		M08
20	10	1.42		M08
21	9	1.42		M08
22	28	1.64		M07
23	14	1.81		M06
24	15	1.81		M06
25	8	1.81		M06
26	10	1.95		M05
27	6	1.95		M05
28	17	2.21		M04
29	17	2.28		M03
30	16	3.50		M02
31	11	5.35		M01

