Table of Peaks
No.	(ppm)	Height
Table of Multiplets
No.	Shift1 (ppm)	Hs	Type	J (Hz)		Atom1		Multiplet1	 (ppm)
1	0.79		3	t	7.46		45		M32		0.76 .. 0.82
2	0.85		3	d	6.93		38		M31		0.83 .. 0.88
3	0.94		6	dd	7.15 4.24	28 40		M30		0.92 .. 0.97
4	1.01		3	s	-		43		M29		1.00 .. 1.02
5	1.07		7	m	-		48 47		M28		1.04 .. 1.11
6	1.13		3	s	-		25		M27		1.12 .. 1.14
7	1.15		3	d	6.16		27		M26		1.14 .. 1.16
8	1.17		3	s	-		37		M25		1.16 .. 1.18
9	1.24		1	m	-		12		M24		1.23 .. 1.31
10	1.33		1	m	-		44		M23		1.32 .. 1.42
11	1.49		2	m	-		3 12		M22		1.48 .. 1.55
12	1.57		1	m	-		33		M21		1.56 .. 1.61
13	1.74		1	m	-		44		M20		1.72 .. 1.81
14	1.86		2	m	-		13 16		M19		1.83 .. 1.93
15	2.09		1	m	-		14		M18		2.08 .. 2.15
16	2.20		3	s	-		39		M17		2.18 .. 2.21
17	2.21		6	s	-		52 50		M16		2.21 .. 2.23
18	2.25		1	d	-		3		M15		2.24 .. 2.29
19	2.35		1	m	-		14		M14		2.33 .. 2.37
20	2.38		1	m	-		34		M13		2.37 .. 2.44
21	2.64		2	m	-		22 9		M12		2.62 .. 2.70
22	2.90		1	dd	-		5		M11		2.89 .. 2.94
23	3.01		1	m	-		35		M10		2.99 .. 3.06
24	3.23		3	s	-		24		M09		3.20 .. 3.26
25	3.44		1	d	-		10		M08		3.42 .. 3.46
26	3.51		1	d	-		17		M07		3.49 .. 3.54
27	3.64		1	m	-		32		M06		3.63 .. 3.70
28	4.06		1	m	-		6		M05		4.05 .. 4.11
29	4.16		1	m	-		8		M04		4.15 .. 4.17
30	4.39		1	d	-		30		M03		4.38 .. 4.42
31	4.73		0	dd	-		19		M02		4.71 .. 4.77
32	4.84		1	d	-		2		M01		4.82 .. 4.86

Table of Assignments
No.	Atom	Exp. Shift (ppm)	Multiplet
1	45	0.79			M32
2	38	0.85			M31
3	28	0.94			M30
4	40	0.94			M30
5	43	1.01			M29
6	48	1.07			M28
7	47	1.07			M28
8	25	1.13			M27
9	27	1.15			M26
10	37	1.17			M25
11	12	1.24			M24
12	44	1.33			M23
13	3	1.49			M22
14	12	1.49			M22
15	33	1.57			M21
16	44	1.74			M20
17	13	1.86			M19
18	16	1.86			M19
19	14	2.09			M18
20	39	2.20			M17
21	52	2.21			M16
22	50	2.21			M16
23	3	2.25			M15
24	14	2.35			M14
25	34	2.38			M13
26	22	2.64			M12
27	9	2.64			M12
28	5	2.90			M11
29	35	3.01			M10
30	24	3.23			M09
31	10	3.44			M08
32	17	3.51			M07
33	32	3.64			M06
34	6	4.06			M05
35	8	4.16			M04
36	30	4.39			M03
37	19	4.73			M02
38	2	4.84			M01

