No. (ppm) (Hz) Height
1 7.40 4439.6 0.0271
2 7.40 4440.6 0.0275
3 7.40 4444.1 0.6344
4 7.41 4447.4 0.6542
5 7.41 4449.7 0.6389
6 7.42 4453.1 1.0000
7 7.42 4457.0 0.1308
8 7.46 4478.5 0.0858
9 7.47 4482.7 0.9537
10 7.47 4486.0 0.6002
11 7.48 4488.3 0.6540
12 7.48 4491.7 0.6188
13 7.49 4495.3 0.0473
14 7.49 4496.4 0.0353
